Date,mvrv,hash_rate,adr_act_cnt,tx_cnt
2019-02-22,0.90331002,48813797.1437817,728261,348456
2019-02-23,0.94072884,43088722.1701283,581866,332241
2019-02-24,0.8599356,41300825.1419887,558515,319278
2019-02-25,0.87606044,43162133.9136362,679440,336764
2019-02-26,0.87035678,48595129.7908771,702086,366379
2019-02-27,0.8713884,42558467.7050539,668278,346851
2019-02-28,0.87032071,45274965.6436743,688385,363432
2019-03-01,0.87459349,48896962.8951683,727984,358837
2019-03-02,0.87461492,39841969.7664334,616539,333961
2019-03-03,0.86848471,44067633.2265097,553981,355233
2019-03-04,0.85007558,41351135.2878892,687289,298916
2019-03-05,0.88264283,44973132.5393832,701551,286974
2019-03-06,0.88556451,38634637.3492687,734311,276931
2019-03-07,0.88659022,42860300.809345,689254,284201
2019-03-08,0.88315552,44067633.2265097,698786,281209
2019-03-09,0.89955742,41652968.3921804,604793,242010
2019-03-10,0.89825462,41044308.6239489,525757,213175
2019-03-11,0.88665284,42839445.3543402,749756,295205
2019-03-12,0.88880804,43141131.5892299,696573,283351
2019-03-13,0.88736975,40727641.7101121,720085,289611
2019-03-14,0.88808394,46761366.4079065,735928,296141
2019-03-15,0.89930632,46157993.938127,715166,296890
2019-03-16,0.92006352,49174856.2870242,602121,257699
2019-03-17,0.91484274,44046190.293899,548345,229399
2019-03-18,0.91560369,48571483.8172448,720573,295707
2019-03-19,0.92168535,52493404.8708111,739893,299996
2019-03-20,0.92967286,48571483.8172448,745772,309808
2019-03-21,0.91748018,43141131.5892299,705159,299110
2019-03-22,0.9194745,48571483.8172448,726789,300913
2019-03-23,0.91913227,43744504.0590093,566705,243553
2019-03-24,0.91670464,47567250.8442935,569884,225704
2019-03-25,0.90273487,46933020.8330363,715056,331828
2019-03-26,0.90526912,42493410.7542356,688572,364225
2019-03-27,0.93039612,47250135.8386649,778566,382838
2019-03-28,0.92674903,46298790.821779,765998,391284
2019-03-29,0.94438915,46615905.8274077,759323,372063
2019-03-30,0.944965,44078985.7823787,683748,380746
2019-03-31,0.94641855,44078985.7823787,623888,380878
2019-04-01,0.95655086,43127640.7654928,697929,368694
2019-04-02,1.12892016,49787055.8836939,879271,399631
2019-04-03,1.14051964,45030330.7992646,856707,359553
2019-04-04,1.12838804,44396100.7880073,802957,355050
2019-04-05,1.15614507,50104170.8893225,873077,389172
2019-04-06,1.15841744,44084457.1991955,677458,358555
2019-04-07,1.19121228,44809649.5150318,623548,350634
2019-04-08,1.21179209,47034242.0441469,778923,371209
2019-04-09,1.19099798,41949459.1204553,776284,346875
2019-04-10,1.21651316,47034242.0441469,773468,396407
2019-04-11,1.15695368,49894432.4387234,813510,402681
2019-04-12,1.16368455,47987638.842339,763723,370652
2019-04-13,1.16156591,42902855.9186475,602847,372612
2019-04-14,1.18135304,38771469.7931481,596510,337631
2019-04-15,1.15555322,46080845.2459547,767910,378373
2019-04-16,1.19224124,46080845.2459547,777026,360057
2019-04-17,1.1961381,43856252.7168397,734917,350486
2019-04-18,1.20765693,47352040.9768776,739768,383772
2019-04-19,1.20719787,48305437.7750698,798377,361175
2019-04-20,1.21246475,41631660.1877246,689643,316867
2019-04-21,1.20835451,51189192.6714095,673424,391493
2019-04-22,1.22794551,42318655.5416624,646342,343644
2019-04-23,1.2632969,36634060.0211406,714325,308585
2019-04-24,1.238908,51477170.5469476,875920,408325
2019-04-25,1.17030753,45160953.3019233,751975,381671
2019-04-26,1.17673094,47687440.199933,761966,382165
2019-04-27,1.18413668,43266088.128416,619281,360931
2019-04-28,1.17650667,51477170.5469476,574359,370571
2019-04-29,1.17708337,51477170.5469476,807672,375559
2019-04-30,1.20333737,44213520.7151697,839425,343390
2019-05-01,1.21799733,54003657.4449573,760187,441332
2019-05-02,1.23567987,58109198.654223,787748,453346
2019-05-03,1.2951638,48003251.0621842,803354,380134
2019-05-04,1.32099457,43092854.4112328,658798,355688
2019-05-05,1.30956777,42978500.6950409,613917,329799
2019-05-06,1.29939268,50308167.4802416,776590,379526
2019-05-07,1.32870246,42312167.3509317,754405,331131
2019-05-08,1.35126305,50641334.1522962,839633,392431
2019-05-09,1.39928506,49975000.808187,831454,362109
2019-05-10,1.44472955,41645834.0068226,775704,322692
2019-05-11,1.6543368,43311667.3670955,773667,342753
2019-05-12,1.56569495,52640334.1846237,819732,335831
2019-05-13,1.74753483,55638834.2331149,882729,395478
2019-05-14,1.77133721,50641334.1522962,896277,365699
2019-05-15,1.81667469,49641834.1361325,879106,367621
2019-05-16,1.72799889,48642334.1199687,882945,376258
2019-05-17,1.61073752,50308167.4802416,903650,360950
2019-05-18,1.59950822,50987355.5821806,845558,356335
2019-05-19,1.80201739,54326123.0260991,750954,349207
2019-05-20,1.74723194,53659544.8294598,836865,382185
2019-05-21,1.74497388,50993232.0429028,888770,381653
2019-05-22,1.67542929,55659279.4193776,862194,394258
2019-05-23,1.72268374,52659677.5345009,825753,386213
2019-05-24,1.73899884,50993232.0429028,862849,375098
2019-05-25,1.75307893,46660473.7647477,701431,336585
2019-05-26,1.89396436,54992701.2227383,670124,378005
2019-05-27,1.90714924,55659279.4193776,884928,397195
2019-05-28,1.88105961,54659412.1244187,944118,387999
2019-05-29,1.84071984,57992303.107615,887870,405506
2019-05-30,1.75787076,53851726.7142329,862822,380276
2019-05-31,1.81476063,43386260.5763855,766989,297215
2019-06-01,1.81246057,55994233.7353351,850116,332532
2019-06-02,1.8504971,48577778.935953,690143,296672
2019-06-03,1.72701182,44127906.0563237,727530,298454
2019-06-04,1.62636908,57106701.9552424,911280,375104
2019-06-05,1.65612566,59331638.395057,874396,372790
2019-06-06,1.651342,58219170.1751497,812486,364084
2019-06-07,1.70183629,58589992.9151188,864227,350679
2019-06-08,1.6835165,45982019.7561692,617675,289229
2019-06-09,1.61842434,54510942.7754586,580387,303848
2019-06-10,1.69111483,58219170.1751497,809202,353081
2019-06-11,1.67511723,53027651.8155822,835542,342338
2019-06-12,1.72008481,48577778.935953,795814,327686
2019-06-13,1.73649236,55994233.7353351,892695,364181
2019-06-14,1.82901577,62251625.6357354,1041358,366631
2019-06-15,1.85878621,53775192.2320143,860753,328798
2019-06-16,1.88896018,47882020.4805607,689588,290875
2019-06-17,1.9511578,48986990.1839583,805931,324974
2019-06-18,1.88755922,60036687.2179338,950212,395670
2019-06-19,1.93150882,65193212.5004558,892254,393499
2019-06-20,1.98086596,53038545.7630826,839162,335359
2019-06-21,2.08422475,48986990.1839583,842659,340137
2019-06-22,2.19688103,51933576.0596851,848072,348735
2019-06-23,2.2136737,66666505.4383192,875010,379617
2019-06-24,2.24706654,65193212.5004558,978017,389565
2019-06-25,2.37982686,53775192.2320143,911584,362627
2019-06-26,2.57176389,60773333.6868655,1035885,400110
2019-06-27,2.21524309,55670540.6800857,891448,361594
2019-06-28,2.44168454,64293187.5738047,1008973,402045
2019-06-29,2.35329242,68631991.6432025,846946,359234
2019-06-30,2.13021037,59954383.5044069,675915,331336
2019-07-01,2.07558255,56404452.9021723,836709,334925
2019-07-02,2.11000412,62321003.9058966,894242,372380
2019-07-03,2.33157806,67843118.1760393,883931,397650
2019-07-04,2.17425127,65870934.5081312,814107,367092
2019-07-05,2.13840364,74548542.6469268,837154,383936
2019-07-06,2.17712562,70209738.577529,654703,343762
2019-07-07,2.22256119,60348820.2379885,614084,317421
2019-07-08,2.37905472,70209738.577529,834590,382393
2019-07-09,2.41917807,66020895.9353463,815561,360758
2019-07-10,2.31328701,58125055.93338185,802293,319829
2019-07-11,2.15704038,58125055.93338185,778056,324853
2019-07-12,2.24857787,73895419.94631507,899488,358858
2019-07-13,2.15890911,63532037.880673245,645726,304776
2019-07-14,1.95875859,65334365.19643704,592612,303453
2019-07-15,2.07837284,65784947.02537798,757007,349052
2019-07-16,1.80452153,72994256.28843316,794106,363942
2019-07-17,1.84011447,59927383.24914565,739298,325893
2019-07-18,2.02312657,54520401.30185428,740918,316059
2019-07-19,1.9920017,53168655.81503144,732618,295703
2019-07-20,2.0519756,79752983.72254743,702633,316713
2019-07-21,1.99813946,67136692.51220085,558672,290166
2019-07-22,1.94697902,71191928.97266938,708667,319856
2019-07-23,1.86302934,64200324.93722811,702928,318384
2019-07-24,1.84274782,62282811.34553916,733358,297882
2019-07-25,1.86177246,67211666.91964662,764542,332671
2019-07-26,1.84937883,74380911.39107564,750605,321796
2019-07-27,1.7764295,68107822.47857523,587410,285151
2019-07-28,1.79184692,78413611.40625447,521206,270123
2019-07-29,1.75506806,75277066.95000428,738306,336634
2019-07-30,1.76975529,63627044.68393211,737831,325262
2019-07-31,1.85482085,76621300.28839722,786236,365194
2019-08-01,1.91516898,63627044.68393211,752575,333913
2019-08-02,1.93668955,75725144.72946858,775949,351743
2019-08-03,1.98633631,77517455.84732585,612854,321871
2019-08-04,2.0166431,74828989.17053996,583300,298741
2019-08-05,2.15209305,70546861.81990622,807955,339296
2019-08-06,2.07763358,79916269.03403816,850550,371039
2019-08-07,2.16935722,75945274.29942758,819832,370946
2019-08-08,2.15713659,70485156.53933802,815367,337539
2019-08-09,2.13982687,72967028.24846964,749568,340632
2019-08-10,2.03923311,74952525.61577493,596821,296009
2019-08-11,2.07768124,75945274.29942758,550565,273676
2019-08-12,2.04944243,66017787.46290111,660039,303296
2019-08-13,1.95417056,77930771.66673285,873566,372239
2019-08-14,1.8019476,75448899.95760125,750768,360140
2019-08-15,1.85280853,77930771.66673285,701215,347508
2019-08-16,1.86332594,72967028.24846964,706459,329465
2019-08-17,1.83353888,63535915.753769495,565674,288730
2019-08-18,1.85527013,62789407.41868819,526730,272544
2019-08-19,1.95283046,82514504.79037575,711022,333840
2019-08-20,1.92992501,77452265.23268399,743636,329880
2019-08-21,1.80967076,68846457.984608,784357,310110
2019-08-22,1.81392145,71377577.76345386,808723,321501
2019-08-23,1.85888092,77452265.23268399,791057,341649
2019-08-24,1.81099778,80995832.92306823,700721,302706
2019-08-25,1.8021966,78464713.14422233,513916,288354
2019-08-26,1.8474094,69352681.94037716,759470,320470
2019-08-27,1.81156248,68340234.02883881,726784,324695
2019-08-28,1.73309226,76439817.32114564,705437,339895
2019-08-29,1.69107373,83526952.7019141,735396,346467
2019-08-30,1.70811556,80995832.92306823,734849,353926
2019-08-31,1.71310224,84033176.65768328,596235,334787
2019-09-01,1.7403943,76105398.3346369,574358,286147
2019-09-02,1.84745992,79786349.93155265,728155,332061
2019-09-03,1.88765943,87818532.81056806,799532,370996
2019-09-04,1.87870879,72825124.76973927,750620,324650
2019-09-05,1.8773914,88354011.66916907,744004,354399
2019-09-06,1.81873604,84605659.65896188,775304,361399
2019-09-07,1.84632204,80321828.79015365,617013,313050
2019-09-08,1.83013043,94779757.97238144,567664,288498
2019-09-09,1.81652807,78179913.35574953,769573,316630
2019-09-10,1.77328813,97457152.26538657,807975,338913
2019-09-11,1.77786135,98528109.9825886,783950,335304
2019-09-12,1.82231036,84605659.65896188,757805,339021
2019-09-13,1.81108514,81990003.47587636,759154,304604
2019-09-14,1.813611,91618125.62606,652357,305924
2019-09-15,1.80307986,86889448.17439239,554317,269747
2019-09-16,1.79436332,96346803.07772762,779631,349425
2019-09-17,1.78283665,87480532.85585083,777701,344330
2019-09-18,1.77473473,102848734.57377055,855706,360321
2019-09-19,1.79282081,87480532.85585083,733322,347535
2019-09-20,1.77523927,89253786.90022619,742828,346533
2019-09-21,1.74318445,98120057.12210296,625288,327703
2019-09-22,1.7535283,98120057.12210296,606415,320368
2019-09-23,1.69241697,67383653.68626347,735518,291156
2019-09-24,1.5076985,92800294.9889769,840208,354704
2019-09-25,1.47778949,92209210.30751844,783948,344325
2019-09-26,1.42454001,102371761.97619784,739854,351788
2019-09-27,1.44132571,83726816.31844728,714047,307940
2019-09-28,1.44491153,100852756.01994784,619808,314444
2019-09-29,1.42120643,86263992.57052143,564381,288605
2019-09-30,1.45994759,82458228.1924102,750859,310433
2019-10-01,1.46687818,90704051.0116512,750562,331458
2019-10-02,1.47560342,93875521.32674389,717573,329482
2019-10-03,1.45721375,93241227.26372536,708956,327406
2019-10-04,1.44209083,93241227.26372536,712900,336945
2019-10-05,1.43793767,100218461.9569293,636638,327164
2019-10-06,1.38789488,94509815.38976245,555377,271853
2019-10-07,1.45350223,98315579.76787366,734959,329430
2019-10-08,1.44711351,102755638.20900343,715311,332738
2019-10-09,1.5187746,87532580.6965585,701690,313118
2019-10-10,1.51523934,103742972.6980896,743456,349406
2019-10-11,1.4650268,100875176.08460964,726820,346995
2019-10-12,1.47085893,86002553.969571,578474,294174
2019-10-13,1.46532541,91822275.66676004,555407,286586
2019-10-14,1.46837588,87295825.4578352,694167,304204
2019-10-15,1.43701211,98935268.85221332,712296,343443
2019-10-16,1.41022441,92468911.41089214,733220,333799
2019-10-17,1.42275851,96995361.61981696,730671,335681
2019-10-18,1.40337963,103461719.06113812,673650,336621
2019-10-19,1.40147566,91822275.66676004,643714,309836
2019-10-20,1.4480022,94408818.6432885,546144,281555
2019-10-21,1.44819078,102815083.317006,749935,356016
2019-10-22,1.41660892,109281440.7583272,732596,343436
2019-10-23,1.31849373,109314233.41859664,736263,342228
2019-10-24,1.32043974,90520752.85884188,719988,308626
2019-10-25,1.53033296,93923788.68060283,786680,329616
2019-10-26,1.63052996,95285003.00930724,761194,303527
2019-10-27,1.68313273,78269823.90050235,598714,259835
2019-10-28,1.63844571,91201360.02319407,753434,305938
2019-10-29,1.65571824,90520752.85884188,728736,309538
2019-10-30,1.61181743,91201360.02319407,711325,308902
2019-10-31,1.60646394,89840145.69448967,721957,300632
2019-11-01,1.62077063,88478931.36578529,790414,315875
2019-11-02,1.62876338,91201360.02319407,634816,284358
2019-11-03,1.61294847,93923788.68060283,610943,288785
2019-11-04,1.64848919,89840145.69448967,757129,310329
2019-11-05,1.63757092,98007431.66671602,782184,335704
2019-11-06,1.64148312,89840145.69448967,831199,310101
2019-11-07,1.61571232,91495629.00498705,799136,331125
2019-11-08,1.54350145,80936306.11613324,728522,312840
2019-11-09,1.54712396,91053344.3806499,709807,296119
2019-11-10,1.58742033,104964271.99436028,594556,305653
2019-11-11,1.52978275,95479548.62137592,704180,327772
2019-11-12,1.5426696,85362510.35685928,682025,301363
2019-11-13,1.5361222,85362510.35685928,746140,316690
2019-11-14,1.51523438,106861216.66895716,746968,346544
2019-11-15,1.48420069,99905752.862102,779428,328438
2019-11-16,1.48640991,93582603.94677904,666406,280324
2019-11-17,1.4912036,97376493.2959728,598140,267492
2019-11-18,1.43585132,88524084.81452073,696269,306782
2019-11-19,1.42462588,92950289.05524676,823018,325197
2019-11-20,1.41836156,89788714.59758532,702168,320826
2019-11-21,1.33896278,87206195.79641934,803455,326131
2019-11-22,1.28344958,85127203.65307556,790198,303688
2019-11-23,1.29339001,111568229.0301672,681817,312324
2019-11-24,1.22636138,84482300.59509772,557217,264419
2019-11-25,1.26222308,80612882.24723066,678695,283328
2019-11-26,1.26841696,78678173.07329711,784964,319461
2019-11-27,1.33297166,89641525.05892047,812540,312560
2019-11-28,1.31736129,105119198.45038874,716192,316000
2019-11-29,1.37249236,87706815.88498695,730014,305085
2019-11-30,1.33947241,81257785.3052085,683831,284912
2019-12-01,1.31531292,89641525.05892047,593329,268135
2019-12-02,1.29871273,93510943.40678756,749060,318601
2019-12-03,1.29767248,101894683.16049951,744688,333969
2019-12-04,1.28246605,107698810.68230017,749562,332204
2019-12-05,1.31656246,93362398.66941904,746859,319133
2019-12-06,1.34019312,92816137.37716064,748047,311069
2019-12-07,1.33632666,99217250.29972345,642350,282629
2019-12-08,1.33937263,94736471.25392948,587017,278763
2019-12-09,1.30638835,94736471.25392948,803439,316995
2019-12-10,1.28784015,94736471.25392948,803226,321466
2019-12-11,1.28292787,84494690.57782899,771631,288155
2019-12-12,1.28218893,85134801.87008528,722853,310072
2019-12-13,1.29164777,97296916.4229546,746512,329512
2019-12-14,1.26106197,96656805.13069834,623464,291279
2019-12-15,1.26826677,79373800.23977876,657604,258366
2019-12-16,1.22841184,100497472.884236,777556,330126
2019-12-17,1.18120445,90255692.20813552,875713,314849
2019-12-18,1.30300236,85774913.16234156,751472,318200
2019-12-19,1.27839546,100640144.00517271,725702,319162
2019-12-20,1.28507153,100413778.96363248,708265,332107
2019-12-21,1.27731542,113287340.36922646,610208,305042
2019-12-22,1.33772206,108781593.87726855,589250,282133
2019-12-23,1.30974111,92045964.0499964,727796,313917
2019-12-24,1.29430833,80459758.78496182,649535,283750
2019-12-25,1.28852354,82390792.9958009,537049,241535
2019-12-26,1.28945009,107494237.73670918,653003,302825
2019-12-27,1.29743017,93333320.1905558,721861,325259
2019-12-28,1.30991222,95908032.4716746,611206,291276
2019-12-29,1.32663778,99770100.89335278,589993,281440
2019-12-30,1.29751611,106850559.66642946,735877,326626
2019-12-31,1.28681852,93333320.1905558,657164,289968
2020-01-01,1.28743526,112929774.50430363,524360,251867
2020-01-02,1.24755453,96717718.31238092,671016,291935
2020-01-03,1.31328518,115924073.72193182,721747,323153
2020-01-04,1.31850725,115238132.457305,611397,282301
2020-01-05,1.31891454,111808426.13417092,597061,288212
2020-01-06,1.39343235,92602070.72462,724219,297843
2020-01-07,1.45871525,120725662.57431954,775757,347212
2020-01-08,1.44434936,97403659.57700774,754553,318633
2020-01-09,1.40023893,107692778.54641,773570,322838
2020-01-10,1.45520178,102205248.42939548,792103,332463
2020-01-11,1.43755242,111808426.13417092,640445,303555
2020-01-12,1.46084233,103577130.9586491,581504,278853
2020-01-13,1.45276596,98089600.84163456,705443,299786
2020-01-14,1.57463765,99850250.9686384,850757,346978
2020-01-15,1.56868373,110915119.3661842,759192,328833
2020-01-16,1.55078627,116791417.08094886,739283,326587
2020-01-17,1.58368313,116791417.08094886,756728,323884
2020-01-18,1.58583813,96958912.29361787,649187,290970
2020-01-19,1.54314165,110180582.1518386,622774,282105
2020-01-20,1.53413892,111649656.58052978,741539,312967
2020-01-21,1.5503965,112384193.79487535,756250,311835
2020-01-22,1.53544323,114587805.43791208,771727,326380
2020-01-23,1.48547764,116791417.08094886,789764,337280
2020-01-24,1.49494018,111649656.58052978,720051,311823
2020-01-25,1.4807681,120464103.15267676,665971,283292
2020-01-26,1.52095733,105038821.65141945,544915,256739
2020-01-27,1.5779271,94755300.65058112,726725,285400
2020-01-28,1.64585254,107492950.68599442,812560,339784
2020-01-29,1.64528656,123011831.71279211,767507,340075
2020-01-30,1.67702648,119936535.91997232,765495,332584
2020-01-31,1.64732688,110710648.541513,762130,329369
2020-02-01,1.650978,116092416.17894764,743933,304884
2020-02-02,1.64356756,109941824.59330806,706042,292383
2020-02-03,1.6319591,113785944.3343328,879860,336226
2020-02-04,1.61069803,101484761.16305356,764885,307816
2020-02-05,1.69086813,122243007.76458718,823713,363153
2020-02-06,1.70571675,103791233.00766842,765225,321928
2020-02-07,1.7097118,106866528.80048823,865396,333319
2020-02-08,1.72664271,106866528.80048823,709380,315526
2020-02-09,1.76640757,117630064.07535753,695691,318974
2020-02-10,1.71346985,93796521.681004,703356,295461
2020-02-11,1.7792319,114210895.7545908,885934,361869
2020-02-12,1.79208365,109742275.1892226,822547,350973
2020-02-13,1.76851563,108969442.26535484,815808,336765
2020-02-14,1.7883096,104332444.72214828,741471,329123
2020-02-15,1.71075719,109742275.1892226,736640,316931
2020-02-16,1.71695434,109742275.1892226,655188,299527
2020-02-17,1.67061779,121334769.04723918,773751,337935
2020-02-18,1.75425426,115924938.5801648,783570,327054
2020-02-19,1.65794069,108969442.26535484,792783,340104
2020-02-20,1.65435215,97376948.40733844,766448,311982
2020-02-21,1.66881312,119016270.27563588,768521,341390
2020-02-22,1.66379813,114379272.73242924,660812,300166
2020-02-23,1.71384131,109742275.1892226,622397,289114
2020-02-24,1.65765413,108969442.26535484,758122,328045
2020-02-25,1.60369037,111005384.3400511,743278,339313
2020-02-26,1.51151916,104700775.42728595,778003,328537
2020-02-27,1.50901158,113169220.49861053,777389,338194
2020-02-28,1.50435395,121637665.56993525,778213,361653
2020-02-29,1.47581569,107010351.35582905,679597,309086
2020-03-01,1.46928146,136264979.78404152,674209,312717
2020-03-02,1.53109223,114708937.78430596,829550,341655
2020-03-03,1.50704354,117788372.35569674,840712,346828
2020-03-04,1.50859699,128566393.35556456,857423,350503
2020-03-05,1.56090164,125486958.78417374,793221,350421
2020-03-06,1.57478419,119328089.64139213,804945,338758
2020-03-07,1.53210003,120867806.92708752,682432,313782
2020-03-08,1.39731984,121637665.56993525,654911,304534
2020-03-09,1.36296685,120142063.4511651,809850,347351
2020-03-10,1.3667676,108616241.39191228,807778,329508
2020-03-11,1.37532279,97919187.31543608,728889,290284
2020-03-12,0.87746909,124250397.34983888,909601,346057
2020-03-13,1.00230839,102856289.19688664,786409,279662
2020-03-14,0.91943052,105324840.13761193,772769,276029
2020-03-15,0.9586443,97919187.31543608,629326,224876
2020-03-16,0.9005596,97919187.31543608,725120,269587
2020-03-17,0.97465625,101210588.56973644,765477,279277
2020-03-18,0.97098752,82285031.35750929,633373,233212
2020-03-19,1.11612479,88044983.55253497,709786,265543
2020-03-20,1.11275432,89690684.17968515,734614,282852
2020-03-21,1.11317824,102033438.88331154,637554,238359
2020-03-22,1.05120625,104501989.82403682,579901,215499
2020-03-23,1.16908967,92159235.12041044,667486,256978
2020-03-24,1.21902362,108616241.39191228,736233,280363
2020-03-25,1.20405859,75702228.84890854,587460,219772
2020-03-26,1.21539093,111836546.3991491,889704,286521
2020-03-27,1.168733,107197274.86378048,807651,273175
2020-03-28,1.12273873,93365368.42974424,627230,241957
2020-03-29,1.06488351,104430893.57697324,591287,234751
2020-03-30,1.16111925,101664512.29016598,770915,278279
2020-03-31,1.16086021,109963656.15058772,816889,288338
2020-04-01,1.20232747,105814084.22037683,824108,285331
2020-04-02,1.2293196,105814084.22037683,798186,300020
2020-04-03,1.22207588,91290582.4646388,750332,276158
2020-04-04,1.24154011,108580465.50718407,657862,255653
2020-04-05,1.22896481,121029181.2978167,596364,237774
2020-04-06,1.31870276,88524201.17783155,780832,282652
2020-04-07,1.29919781,116188014.04590404,938358,310534
2020-04-08,1.33180003,103260704.52088556,760207,283150
2020-04-09,1.3184332,112650577.8263946,730620,289249
2020-04-10,1.24393645,119234053.15391116,735297,286082
2020-04-11,1.24828502,116308064.11945938,634944,249141
2020-04-12,1.26554137,111919080.56778164,618062,232510
2020-04-13,1.24500204,125086031.2228148,764583,281944
2020-04-14,1.24727346,122891539.44697596,843493,303129
2020-04-15,1.20252464,123623036.70558888,926278,309402
2020-04-16,1.29329091,112650577.8263946,880665,321911
2020-04-17,1.28483033,92900151.8438449,844316,287202
2020-04-18,1.31739282,115576566.86084642,847811,285552
2020-04-19,1.29699559,111187583.3091687,718815,254065
2020-04-20,1.24397211,117771058.63668528,842251,307154
2020-04-21,1.2473842,116039619.81187668,818062,311455
2020-04-22,1.29301523,103923467.23346885,762361,283681
2020-04-23,1.35798226,112649865.24543951,935989,327396
2020-04-24,1.3603772,114236483.06579782,893187,317682
2020-04-25,1.36573263,107890011.7843646,813456,278517
2020-04-26,1.39182404,108683320.69454376,724250,257046
2020-04-27,1.40592618,111856556.33526036,876229,311090
2020-04-28,1.40416612,122169572.16758937,926669,326468
2020-04-29,1.57124906,115029791.97597696,911617,330308
2020-04-30,1.54783671,107096702.87418544,947585,320861
2020-05-01,1.58149669,111856556.33526036,955523,330551
2020-05-02,1.60183196,117409718.70651443,970554,292646
2020-05-03,1.58639791,133275896.91009754,909805,283545
2020-05-04,1.58241067,125342807.80830598,889636,324017
2020-05-05,1.59959352,126330903.87563804,970464,327645
2020-05-06,1.64574813,123288445.65559772,972369,334650
2020-05-07,1.76246608,117684425.39852506,1020443,343684
2020-05-08,1.73504927,109678682.17413558,949216,324693
2020-05-09,1.68527866,108878107.85169664,906900,310119
2020-05-10,1.53444392,136097634.81462088,869262,283795
2020-05-11,1.51427708,125690168.62291455,999192,311653
2020-05-12,1.55398556,116883851.07608612,954129,342304
2020-05-13,1.64026769,95268344.37023447,858458,299956
2020-05-14,1.72149026,91265472.75803976,880861,268116
2020-05-15,1.63770129,100071790.3048682,895670,311224
2020-05-16,1.64923495,100872364.62730716,880534,295280
2020-05-17,1.69855053,81658580.88877237,763444,236007
2020-05-18,1.7030904,102473513.27218504,970423,275691
2020-05-19,1.70545218,92066047.08047871,890493,272964
2020-05-20,1.66337697,86731596.76375672,865708,276199
2020-05-21,1.58611169,98579623.70355073,928630,302259
2020-05-22,1.60231403,83529299.47400093,797526,278942
2020-05-23,1.60568496,89549429.16582084,848702,267042
2020-05-24,1.54008682,87291880.53138837,807939,216545
2020-05-25,1.55903037,94064526.43468578,828919,267395
2020-05-26,1.54624899,93312010.2232083,852839,286759
2020-05-27,1.60359036,103847237.18389316,913075,299984
2020-05-28,1.67222784,98579623.70355073,866559,299064
2020-05-29,1.64770853,95569558.85764076,852420,282773
2020-05-30,1.69215433,117392528.99048796,902498,284116
2020-05-31,1.64704955,112877431.72162303,801889,258529
2020-06-01,1.77456298,100837172.3379832,870833,302044
2020-06-02,1.65555855,97074591.28059576,899961,308948
2020-06-03,1.67699652,104599753.39537065,950153,311153
2020-06-04,1.70498933,108319274.22458892,884109,315771
2020-06-05,1.67491159,122192367.72521374,918647,331389
2020-06-06,1.67895972,133797229.46448,771819,281291
2020-06-07,1.69210512,108539589.20842996,690992,254724
2020-06-08,1.6929366,110587505.98594747,986341,316297
2020-06-09,1.69357425,109222228.13426912,910121,328115
2020-06-10,1.71128591,111952783.83762586,909669,324907
2020-06-11,1.60651966,126288201.28024888,1048342,336672
2020-06-12,1.63695561,111270144.91178666,909615,309817
2020-06-13,1.63756141,107856950.28259078,800767,283164
2020-06-14,1.61687359,116048617.392661,698545,279097
2020-06-15,1.63326898,94204171.7658072,867844,292792
2020-06-16,1.64602728,106884937.53919552,986219,343031
2020-06-17,1.63347313,108283617.57348618,918592,330975
2020-06-18,1.61930293,96513659.14158548,854866,283106
2020-06-19,1.601515,112206937.0507864,947402,345029
2020-06-20,1.61343538,107498953.67802612,760742,281510
2020-06-21,1.6005863,114560928.73716654,710176,256980
2020-06-22,1.66795041,112206937.0507864,850006,307776
2020-06-23,1.65453862,123976895.48268712,1034537,351192
2020-06-24,1.60043802,109068281.46894622,917620,311143
2020-06-25,1.59283584,110637609.25986633,901033,315538
2020-06-26,1.57369557,128684878.8554474,929963,328405
2020-06-27,1.5467905,108283617.57348618,761896,272210
2020-06-28,1.56486434,117699584.31900674,686270,265941
2020-06-29,1.57752462,113776264.8417065,962232,314488
2020-06-30,1.56990039,115344545.21897344,926238,306323
2020-07-01,1.5861884,127111309.03923196,1078007,378081
2020-07-02,1.56106575,128680584.45946936,951042,339419
2020-07-03,1.5561961,127895946.74935064,944676,327948
2020-07-04,1.56620843,123188120.4886384,799989,292761
2020-07-05,1.55815127,127895946.74935064,771473,273114
2020-07-06,1.60183713,120834207.3582823,989688,337284
2020-07-07,1.58667765,126326671.32911325,969354,349022
2020-07-08,1.61561301,118480294.22792618,1024085,347004
2020-07-09,1.58050888,128680584.45946936,1033334,360126
2020-07-10,1.58940706,126326671.32911325,976205,345294
2020-07-11,1.58104284,122403482.7785197,885970,310565
2020-07-12,1.58969582,119264931.93804488,745665,280425
2020-07-13,1.58057885,121474836.12740123,909653,311275
2020-07-14,1.58381858,124167138.54257391,993499,357160
2020-07-15,1.57234112,118993507.76996668,971186,318436
2020-07-16,1.56130786,117268964.1790976,966383,347671
2020-07-17,1.56536628,101748071.86127588,847984,290533
2020-07-18,1.56854068,112095333.40649036,892684,313304
2020-07-19,1.57544863,112957605.20192488,872974,274629
2020-07-20,1.56656719,121580323.1562703,940265,312187
2020-07-21,1.6036542,107783974.42931764,927506,313100
2020-07-22,1.62670582,124167138.54257391,1017627,362798
2020-07-23,1.6387837,117268964.1790976,977856,336506
